molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL360190,1300.0,nM,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,5.886056647693163,933.8484121920002,10,6,7.937200000000006,False
CHEMBL558752,1300.0,nM,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,5.886056647693163,518.1289784520001,6,2,6.931900000000003,False
CHEMBL276395,1300.0,nM,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCCCC2)cc1Oc1ncccc1-c1ccncn1,5.886056647693163,533.2038597320001,6,1,6.900720000000006,False
CHEMBL1203981,1312.0,nM,CN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1.Cl,5.882066164960358,516.229203976,4,2,5.728600000000006,False
CHEMBL1076195,1364.0,nM,CCN(CC)CCCCNc1cc(-n2c(Nc3cc(C(=O)Nc4cccc(C)c4)ccc3C)nc3ccccc32)ncn1,5.86518562967954,576.3325079,8,3,6.962140000000007,False
CHEMBL1076469,1365.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCCN(C)C)ncn1,5.864867348623225,602.2729423360001,8,3,6.892320000000006,False
CHEMBL4578452,1380.0,nM,CCn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)nccc21,5.860120913598763,553.1925461000001,7,2,6.6410000000000045,False
CHEMBL1095356,1400.0,nM,CN(C)C(=O)c1ccc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)cc1,5.853871964321762,645.145773476,7,1,8.053300000000004,False
CHEMBL190210,1400.0,nM,COc1cc(OC)cc(C2Cc3cnc(N(CCCCOCc4ccccc4)C(C)=O)cc3N=C2NC(=O)NC(C)(C)C)c1,5.853871964321762,601.326419476,7,2,5.916300000000006,False
CHEMBL1095034,1400.0,nM,Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)c4cnn(-c5ccccc5)c4C(F)(F)F)cc3F)c2s1,5.853871964321762,578.1148076960002,8,1,7.085000000000003,False
CHEMBL1095361,1400.0,nM,CC(=O)N1CC=C(c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)CC1,5.853871964321762,621.145773476,7,1,7.3201000000000045,False
CHEMBL1086676,1400.0,nM,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5)cc4F)c3s2)c1,5.853871964321762,510.12742306800004,8,1,6.066200000000003,False
CHEMBL214495,1415.0,nM,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4N4CCCCC4)ccc3C)ccc2n1,5.849243560139691,519.2245951760001,5,2,6.908320000000006,False
CHEMBL4789638,1430.0,nM,COc1ccc(NC(=O)Nc2nc(Nc3cc(OC)cc(OC)c3)cc(Sc3c[nH]c4ccccc34)n2)cc1,5.844663962534938,542.173624312,8,4,6.522500000000005,False
CHEMBL3919314,1433.0,nM,O=C(Nc1ccc(C#Cc2ccc3nc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cn3n2)cc1)Nc1cc(C(F)(F)F)ccc1F,5.843753809602656,659.1315985440001,5,4,7.732900000000003,False
CHEMBL3753739,1440.0,nM,COc1ccc(-c2csc(NC(=O)CN3CCN(c4nnc(-c5ccccc5)c5ccccc45)CC3)n2)cc1,5.84163750790475,536.1994451360001,8,1,5.189600000000004,False
CHEMBL1094835,1450.0,nM,COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1.Cl,5.838631997765026,538.242077168,5,1,7.329300000000008,False
CHEMBL1076465,1472.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCCN)ncn1,5.832092189998519,560.2259921440001,8,4,5.899320000000005,False
CHEMBL1076194,1497.0,nM,Cc1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3-c3cc(NCCCCN(C)C)ncn3)c2)c1,5.824778199656947,548.3012077720001,8,3,6.181940000000004,False
CHEMBL3422070,1500.0,nM,CN1CCC(Oc2ccc(-c3n[nH]c4ccc(NC(=O)C(c5ccccn5)C5CCCC5)cc34)cc2)CC1,5.823908740944319,509.27907536000004,5,2,6.010400000000006,False
CHEMBL473826,1500.0,nM,Nc1ccccc1NC(=O)c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)cn3)c2)cc1,5.823908740944319,501.1913229760001,7,4,5.369000000000002,False
CHEMBL1094195,1560.0,nM,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,5.806875401645538,566.19479054,4,2,7.625500000000008,False
CHEMBL4777407,1600.0,nM,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccc(I)cc4)cc3)c2cc1OC,5.795880017344075,526.050188468,6,2,5.247500000000004,False
CHEMBL239591,1700.0,nM,c1ccc(-c2c(-c3ccc(OCCN4CCCCC4)cc3)oc3nccc(NCCCn4ccnc4)c23)cc1,5.769551078621726,521.2790753600001,7,1,6.725200000000005,False
CHEMBL406804,1700.0,nM,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OCCN1CCOCC1,5.769551078621726,621.26996722,12,1,4.670240000000004,False
CHEMBL3759190,1710.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4Cl)cc3)ncnc2cc1OCCCN1CCN(C)CC1,5.767003889607846,560.2302665960001,8,2,5.304000000000005,False
CHEMBL4789042,1710.0,nM,O=C(Nc1ccccc1)Nc1nc(Sc2c[nH]c3ccccc23)cc(N2CCN(c3ccccn3)CC2)n1,5.767003889607846,522.1950284520001,7,3,5.474700000000005,False
CHEMBL1076474,1712.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NC2CCN(C)CC2)ncn1,5.766496239658865,600.2572922720001,8,3,6.644720000000006,False
